"cellid","biname","date","xy","trap","bi","strain","replabel","ageatdox","ageatfl","bilength","maxabovelength","numblocks","firstblockabove","numblocks1","generation","strainrep"
"3_12_19 1 5","3_12_19 1 5.bi:1","3_12_19",1,5,"1","yTY159b","1",22,20,50,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 1 5","3_12_19 1 5.bi:2","3_12_19",1,5,"2","yTY159b","1",22,20,60,10,3,FALSE,"3",22,"yTY159b 3_12_19"
"3_12_19 1 5","3_12_19 1 5.bi:3","3_12_19",1,5,"3","yTY159b","1",22,20,60,0,1,FALSE,"1",23,"yTY159b 3_12_19"
"3_12_19 1 5","3_12_19 1 5.bi:4","3_12_19",1,5,"4","yTY159b","1",22,20,80,10,3,FALSE,"3",24,"yTY159b 3_12_19"
"3_12_19 1 5","3_12_19 1 5.bi:5","3_12_19",1,5,"5","yTY159b","1",22,20,80,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 1 5","3_12_19 1 5.bi:6","3_12_19",1,5,"6","yTY159b","1",22,20,60,0,1,FALSE,"1",26,"yTY159b 3_12_19"
"3_12_19 1 5","3_12_19 1 5.bi:7","3_12_19",1,5,"7","yTY159b","1",22,20,100,0,1,FALSE,"1",27,"yTY159b 3_12_19"
"3_12_19 1 5","3_12_19 1 5.bi:8","3_12_19",1,5,"8","yTY159b","1",22,20,20,0,1,FALSE,"1",28,"yTY159b 3_12_19"
"3_12_19 1 7","3_12_19 1 7.bi:1","3_12_19",1,7,"1","yTY159b","1",19,17,90,10,3,FALSE,"3",18,"yTY159b 3_12_19"
"3_12_19 1 7","3_12_19 1 7.bi:2","3_12_19",1,7,"2","yTY159b","1",19,17,100,10,3,FALSE,"3",19,"yTY159b 3_12_19"
"3_12_19 1 7","3_12_19 1 7.bi:3","3_12_19",1,7,"3","yTY159b","1",19,17,110,10,3,FALSE,"3",20,"yTY159b 3_12_19"
"3_12_19 1 7","3_12_19 1 7.bi:4","3_12_19",1,7,"4","yTY159b","1",19,17,100,10,3,FALSE,"3",21,"yTY159b 3_12_19"
"3_12_19 1 7","3_12_19 1 7.bi:5","3_12_19",1,7,"5","yTY159b","1",19,17,100,20,3,FALSE,"3",22,"yTY159b 3_12_19"
"3_12_19 1 10","3_12_19 1 10.bi:1","3_12_19",1,10,"1","yTY159b","1",21,18,50,0,1,FALSE,"1",19,"yTY159b 3_12_19"
"3_12_19 1 10","3_12_19 1 10.bi:2","3_12_19",1,10,"2","yTY159b","1",21,18,80,0,1,FALSE,"1",20,"yTY159b 3_12_19"
"3_12_19 1 10","3_12_19 1 10.bi:3","3_12_19",1,10,"3","yTY159b","1",21,18,60,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 1 10","3_12_19 1 10.bi:4","3_12_19",1,10,"4","yTY159b","1",21,18,70,10,3,FALSE,"3",22,"yTY159b 3_12_19"
"3_12_19 1 10","3_12_19 1 10.bi:5","3_12_19",1,10,"5","yTY159b","1",21,18,70,0,1,FALSE,"1",23,"yTY159b 3_12_19"
"3_12_19 1 10","3_12_19 1 10.bi:6","3_12_19",1,10,"6","yTY159b","1",21,18,70,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 1 10","3_12_19 1 10.bi:7","3_12_19",1,10,"7","yTY159b","1",21,18,70,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 1 10","3_12_19 1 10.bi:8","3_12_19",1,10,"8","yTY159b","1",21,18,40,0,1,FALSE,"1",26,"yTY159b 3_12_19"
"3_12_19 2 2","3_12_19 2 2.bi:1","3_12_19",2,2,"1","yTY159b","1",19,17,60,0,1,FALSE,"1",18,"yTY159b 3_12_19"
"3_12_19 2 2","3_12_19 2 2.bi:2","3_12_19",2,2,"2","yTY159b","1",19,17,70,0,1,FALSE,"1",19,"yTY159b 3_12_19"
"3_12_19 2 2","3_12_19 2 2.bi:3","3_12_19",2,2,"3","yTY159b","1",19,17,80,0,1,FALSE,"1",20,"yTY159b 3_12_19"
"3_12_19 2 2","3_12_19 2 2.bi:4","3_12_19",2,2,"4","yTY159b","1",19,17,70,10,3,FALSE,"3",21,"yTY159b 3_12_19"
"3_12_19 2 2","3_12_19 2 2.bi:5","3_12_19",2,2,"5","yTY159b","1",19,17,70,10,3,FALSE,"3",22,"yTY159b 3_12_19"
"3_12_19 2 2","3_12_19 2 2.bi:6","3_12_19",2,2,"6","yTY159b","1",19,17,80,10,3,FALSE,"3",23,"yTY159b 3_12_19"
"3_12_19 2 2","3_12_19 2 2.bi:7","3_12_19",2,2,"7","yTY159b","1",19,17,40,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 2 7","3_12_19 2 7.bi:1","3_12_19",2,7,"1","yTY159b","1",23,21,90,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 2 7","3_12_19 2 7.bi:2","3_12_19",2,7,"2","yTY159b","1",23,21,70,10,3,FALSE,"3",23,"yTY159b 3_12_19"
"3_12_19 2 7","3_12_19 2 7.bi:3","3_12_19",2,7,"3","yTY159b","1",23,21,100,10,3,FALSE,"3",24,"yTY159b 3_12_19"
"3_12_19 2 7","3_12_19 2 7.bi:4","3_12_19",2,7,"4","yTY159b","1",23,21,100,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 2 7","3_12_19 2 7.bi:5","3_12_19",2,7,"5","yTY159b","1",23,21,120,10,3,FALSE,"3",26,"yTY159b 3_12_19"
"3_12_19 2 7","3_12_19 2 7.bi:6","3_12_19",2,7,"6","yTY159b","1",23,21,20,0,1,FALSE,"1",27,"yTY159b 3_12_19"
"3_12_19 3 2","3_12_19 3 2.bi:1","3_12_19",3,2,"1","yTY159b","1",22,19,60,0,1,FALSE,"1",20,"yTY159b 3_12_19"
"3_12_19 3 2","3_12_19 3 2.bi:2","3_12_19",3,2,"2","yTY159b","1",22,19,70,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 3 2","3_12_19 3 2.bi:3","3_12_19",3,2,"3","yTY159b","1",22,19,70,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 3 2","3_12_19 3 2.bi:4","3_12_19",3,2,"4","yTY159b","1",22,19,70,0,1,FALSE,"1",23,"yTY159b 3_12_19"
"3_12_19 3 2","3_12_19 3 2.bi:5","3_12_19",3,2,"5","yTY159b","1",22,19,90,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 3 2","3_12_19 3 2.bi:6","3_12_19",3,2,"6","yTY159b","1",22,19,70,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 3 2","3_12_19 3 2.bi:7","3_12_19",3,2,"7","yTY159b","1",22,19,70,0,1,FALSE,"1",26,"yTY159b 3_12_19"
"3_12_19 3 2","3_12_19 3 2.bi:8","3_12_19",3,2,"8","yTY159b","1",22,19,10,0,1,FALSE,"1",27,"yTY159b 3_12_19"
"3_12_19 3 5","3_12_19 3 5.bi:1","3_12_19",3,5,"1","yTY159b","1",23,21,40,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 3 5","3_12_19 3 5.bi:2","3_12_19",3,5,"2","yTY159b","1",23,21,80,10,3,FALSE,"3",23,"yTY159b 3_12_19"
"3_12_19 3 5","3_12_19 3 5.bi:3","3_12_19",3,5,"3","yTY159b","1",23,21,80,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 3 5","3_12_19 3 5.bi:4","3_12_19",3,5,"4","yTY159b","1",23,21,70,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 3 5","3_12_19 3 5.bi:5","3_12_19",3,5,"5","yTY159b","1",23,21,80,0,1,FALSE,"1",26,"yTY159b 3_12_19"
"3_12_19 3 5","3_12_19 3 5.bi:6","3_12_19",3,5,"6","yTY159b","1",23,21,70,0,1,FALSE,"1",27,"yTY159b 3_12_19"
"3_12_19 3 5","3_12_19 3 5.bi:7","3_12_19",3,5,"7","yTY159b","1",23,21,90,0,1,FALSE,"1",28,"yTY159b 3_12_19"
"3_12_19 3 6","3_12_19 3 6.bi:1","3_12_19",3,6,"1","yTY159b","1",22,19,50,0,1,FALSE,"1",20,"yTY159b 3_12_19"
"3_12_19 3 6","3_12_19 3 6.bi:2","3_12_19",3,6,"2","yTY159b","1",22,19,80,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 3 6","3_12_19 3 6.bi:3","3_12_19",3,6,"3","yTY159b","1",22,19,80,10,5,FALSE,">=5",22,"yTY159b 3_12_19"
"3_12_19 3 6","3_12_19 3 6.bi:4","3_12_19",3,6,"4","yTY159b","1",22,19,80,10,3,FALSE,"3",23,"yTY159b 3_12_19"
"3_12_19 3 6","3_12_19 3 6.bi:5","3_12_19",3,6,"5","yTY159b","1",22,19,100,10,3,FALSE,"3",24,"yTY159b 3_12_19"
"3_12_19 3 6","3_12_19 3 6.bi:6","3_12_19",3,6,"6","yTY159b","1",22,19,100,10,5,FALSE,">=5",25,"yTY159b 3_12_19"
"3_12_19 3 6","3_12_19 3 6.bi:7","3_12_19",3,6,"7","yTY159b","1",22,19,20,0,1,FALSE,"1",26,"yTY159b 3_12_19"
"3_12_19 3 7","3_12_19 3 7.bi:1","3_12_19",3,7,"1","yTY159b","1",23,21,60,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 3 7","3_12_19 3 7.bi:2","3_12_19",3,7,"2","yTY159b","1",23,21,70,0,1,FALSE,"1",23,"yTY159b 3_12_19"
"3_12_19 3 7","3_12_19 3 7.bi:3","3_12_19",3,7,"3","yTY159b","1",23,21,60,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 3 7","3_12_19 3 7.bi:4","3_12_19",3,7,"4","yTY159b","1",23,21,80,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 3 7","3_12_19 3 7.bi:5","3_12_19",3,7,"5","yTY159b","1",23,21,60,0,1,FALSE,"1",26,"yTY159b 3_12_19"
"3_12_19 3 7","3_12_19 3 7.bi:6","3_12_19",3,7,"6","yTY159b","1",23,21,80,0,1,FALSE,"1",27,"yTY159b 3_12_19"
"3_12_19 3 7","3_12_19 3 7.bi:7","3_12_19",3,7,"7","yTY159b","1",23,21,60,0,1,FALSE,"1",28,"yTY159b 3_12_19"
"3_12_19 3 7","3_12_19 3 7.bi:8","3_12_19",3,7,"8","yTY159b","1",23,21,20,0,1,FALSE,"1",29,"yTY159b 3_12_19"
"3_12_19 4 4","3_12_19 4 4.bi:1","3_12_19",4,4,"1","yTY159b","1",17,15,90,10,3,FALSE,"3",16,"yTY159b 3_12_19"
"3_12_19 4 4","3_12_19 4 4.bi:2","3_12_19",4,4,"2","yTY159b","1",17,15,90,10,3,FALSE,"3",17,"yTY159b 3_12_19"
"3_12_19 4 4","3_12_19 4 4.bi:3","3_12_19",4,4,"3","yTY159b","1",17,15,140,10,3,FALSE,"3",18,"yTY159b 3_12_19"
"3_12_19 4 4","3_12_19 4 4.bi:4","3_12_19",4,4,"4","yTY159b","1",17,15,170,30,3,FALSE,"3",19,"yTY159b 3_12_19"
"3_12_19 4 5","3_12_19 4 5.bi:1","3_12_19",4,5,"1","yTY159b","1",22,19,70,0,1,FALSE,"1",20,"yTY159b 3_12_19"
"3_12_19 4 5","3_12_19 4 5.bi:2","3_12_19",4,5,"2","yTY159b","1",22,19,50,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 4 5","3_12_19 4 5.bi:3","3_12_19",4,5,"3","yTY159b","1",22,19,90,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 4 5","3_12_19 4 5.bi:4","3_12_19",4,5,"4","yTY159b","1",22,19,70,0,1,FALSE,"1",23,"yTY159b 3_12_19"
"3_12_19 4 5","3_12_19 4 5.bi:5","3_12_19",4,5,"5","yTY159b","1",22,19,50,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 4 5","3_12_19 4 5.bi:6","3_12_19",4,5,"6","yTY159b","1",22,19,70,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 4 5","3_12_19 4 5.bi:7","3_12_19",4,5,"7","yTY159b","1",22,19,70,0,1,FALSE,"1",26,"yTY159b 3_12_19"
"3_12_19 4 5","3_12_19 4 5.bi:8","3_12_19",4,5,"8","yTY159b","1",22,19,30,0,1,FALSE,"1",27,"yTY159b 3_12_19"
"3_12_19 4 6","3_12_19 4 6.bi:1","3_12_19",4,6,"1","yTY159b","1",22,19,40,0,1,FALSE,"1",20,"yTY159b 3_12_19"
"3_12_19 4 6","3_12_19 4 6.bi:2","3_12_19",4,6,"2","yTY159b","1",22,19,60,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 4 6","3_12_19 4 6.bi:3","3_12_19",4,6,"3","yTY159b","1",22,19,70,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 4 6","3_12_19 4 6.bi:4","3_12_19",4,6,"4","yTY159b","1",22,19,70,0,1,FALSE,"1",23,"yTY159b 3_12_19"
"3_12_19 4 6","3_12_19 4 6.bi:5","3_12_19",4,6,"5","yTY159b","1",22,19,70,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 4 6","3_12_19 4 6.bi:6","3_12_19",4,6,"6","yTY159b","1",22,19,80,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 4 6","3_12_19 4 6.bi:7","3_12_19",4,6,"7","yTY159b","1",22,19,90,10,3,FALSE,"3",26,"yTY159b 3_12_19"
"3_12_19 4 6","3_12_19 4 6.bi:8","3_12_19",4,6,"8","yTY159b","1",22,19,30,0,1,FALSE,"1",27,"yTY159b 3_12_19"
"3_12_19 4 7","3_12_19 4 7.bi:1","3_12_19",4,7,"1","yTY159b","1",19,17,60,0,1,FALSE,"1",18,"yTY159b 3_12_19"
"3_12_19 4 7","3_12_19 4 7.bi:2","3_12_19",4,7,"2","yTY159b","1",19,17,60,0,1,FALSE,"1",19,"yTY159b 3_12_19"
"3_12_19 4 7","3_12_19 4 7.bi:3","3_12_19",4,7,"3","yTY159b","1",19,17,70,0,1,FALSE,"1",20,"yTY159b 3_12_19"
"3_12_19 4 7","3_12_19 4 7.bi:4","3_12_19",4,7,"4","yTY159b","1",19,17,70,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 4 7","3_12_19 4 7.bi:5","3_12_19",4,7,"5","yTY159b","1",19,17,80,10,3,FALSE,"3",22,"yTY159b 3_12_19"
"3_12_19 4 7","3_12_19 4 7.bi:6","3_12_19",4,7,"6","yTY159b","1",19,17,90,10,3,FALSE,"3",23,"yTY159b 3_12_19"
"3_12_19 4 7","3_12_19 4 7.bi:7","3_12_19",4,7,"7","yTY159b","1",19,17,50,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 4 9","3_12_19 4 9.bi:1","3_12_19",4,9,"1","yTY159b","1",20,18,60,0,1,FALSE,"1",19,"yTY159b 3_12_19"
"3_12_19 4 9","3_12_19 4 9.bi:2","3_12_19",4,9,"2","yTY159b","1",20,18,50,0,1,FALSE,"1",20,"yTY159b 3_12_19"
"3_12_19 4 9","3_12_19 4 9.bi:3","3_12_19",4,9,"3","yTY159b","1",20,18,90,10,2,FALSE,"2",21,"yTY159b 3_12_19"
"3_12_19 4 9","3_12_19 4 9.bi:4","3_12_19",4,9,"4","yTY159b","1",20,18,90,10,3,FALSE,"3",22,"yTY159b 3_12_19"
"3_12_19 4 9","3_12_19 4 9.bi:5","3_12_19",4,9,"5","yTY159b","1",20,18,80,10,3,FALSE,"3",23,"yTY159b 3_12_19"
"3_12_19 4 9","3_12_19 4 9.bi:6","3_12_19",4,9,"6","yTY159b","1",20,18,90,10,5,FALSE,">=5",24,"yTY159b 3_12_19"
"3_12_19 4 9","3_12_19 4 9.bi:7","3_12_19",4,9,"7","yTY159b","1",20,18,10,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 4 10","3_12_19 4 10.bi:1","3_12_19",4,10,"1","yTY159b","1",23,21,70,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 4 10","3_12_19 4 10.bi:2","3_12_19",4,10,"2","yTY159b","1",23,21,70,0,1,FALSE,"1",23,"yTY159b 3_12_19"
"3_12_19 4 10","3_12_19 4 10.bi:3","3_12_19",4,10,"3","yTY159b","1",23,21,60,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 4 10","3_12_19 4 10.bi:4","3_12_19",4,10,"4","yTY159b","1",23,21,70,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 4 10","3_12_19 4 10.bi:5","3_12_19",4,10,"5","yTY159b","1",23,21,90,0,1,FALSE,"1",26,"yTY159b 3_12_19"
"3_12_19 4 10","3_12_19 4 10.bi:6","3_12_19",4,10,"6","yTY159b","1",23,21,80,0,1,FALSE,"1",27,"yTY159b 3_12_19"
"3_12_19 4 10","3_12_19 4 10.bi:7","3_12_19",4,10,"7","yTY159b","1",23,21,20,0,1,FALSE,"1",28,"yTY159b 3_12_19"
"3_12_19 5 2","3_12_19 5 2.bi:1","3_12_19",5,2,"1","yTY159b","1",15,14,110,0,1,FALSE,"1",15,"yTY159b 3_12_19"
"3_12_19 5 2","3_12_19 5 2.bi:2","3_12_19",5,2,"2","yTY159b","1",15,14,230,10,7,FALSE,">=5",16,"yTY159b 3_12_19"
"3_12_19 5 2","3_12_19 5 2.bi:3","3_12_19",5,2,"3","yTY159b","1",15,14,130,10,3,FALSE,"3",17,"yTY159b 3_12_19"
"3_12_19 5 3","3_12_19 5 3.bi:1","3_12_19",5,3,"1","yTY159b","1",18,16,60,0,1,FALSE,"1",17,"yTY159b 3_12_19"
"3_12_19 5 3","3_12_19 5 3.bi:2","3_12_19",5,3,"2","yTY159b","1",18,16,60,0,1,FALSE,"1",18,"yTY159b 3_12_19"
"3_12_19 5 3","3_12_19 5 3.bi:3","3_12_19",5,3,"3","yTY159b","1",18,16,60,0,1,FALSE,"1",19,"yTY159b 3_12_19"
"3_12_19 5 3","3_12_19 5 3.bi:4","3_12_19",5,3,"4","yTY159b","1",18,16,70,0,1,FALSE,"1",20,"yTY159b 3_12_19"
"3_12_19 5 3","3_12_19 5 3.bi:5","3_12_19",5,3,"5","yTY159b","1",18,16,70,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 5 3","3_12_19 5 3.bi:6","3_12_19",5,3,"6","yTY159b","1",18,16,80,10,2,TRUE,"2",22,"yTY159b 3_12_19"
"3_12_19 5 3","3_12_19 5 3.bi:7","3_12_19",5,3,"7","yTY159b","1",18,16,70,0,1,FALSE,"1",23,"yTY159b 3_12_19"
"3_12_19 5 4","3_12_19 5 4.bi:1","3_12_19",5,4,"1","yTY159b","1",20,17,60,0,1,FALSE,"1",18,"yTY159b 3_12_19"
"3_12_19 5 4","3_12_19 5 4.bi:2","3_12_19",5,4,"2","yTY159b","1",20,17,70,0,1,FALSE,"1",19,"yTY159b 3_12_19"
"3_12_19 5 4","3_12_19 5 4.bi:3","3_12_19",5,4,"3","yTY159b","1",20,17,70,0,1,FALSE,"1",20,"yTY159b 3_12_19"
"3_12_19 5 4","3_12_19 5 4.bi:4","3_12_19",5,4,"4","yTY159b","1",20,17,60,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 5 4","3_12_19 5 4.bi:5","3_12_19",5,4,"5","yTY159b","1",20,17,70,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 5 4","3_12_19 5 4.bi:6","3_12_19",5,4,"6","yTY159b","1",20,17,60,0,1,FALSE,"1",23,"yTY159b 3_12_19"
"3_12_19 5 4","3_12_19 5 4.bi:7","3_12_19",5,4,"7","yTY159b","1",20,17,70,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 5 4","3_12_19 5 4.bi:8","3_12_19",5,4,"8","yTY159b","1",20,17,50,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 5 6","3_12_19 5 6.bi:1","3_12_19",5,6,"1","yTY159b","1",22,20,70,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 5 6","3_12_19 5 6.bi:2","3_12_19",5,6,"2","yTY159b","1",22,20,110,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 5 6","3_12_19 5 6.bi:3","3_12_19",5,6,"3","yTY159b","1",22,20,120,10,3,FALSE,"3",23,"yTY159b 3_12_19"
"3_12_19 5 6","3_12_19 5 6.bi:4","3_12_19",5,6,"4","yTY159b","1",22,20,120,20,3,FALSE,"3",24,"yTY159b 3_12_19"
"3_12_19 5 6","3_12_19 5 6.bi:5","3_12_19",5,6,"5","yTY159b","1",22,20,70,10,2,FALSE,"2",25,"yTY159b 3_12_19"
"3_12_19 5 7","3_12_19 5 7.bi:1","3_12_19",5,7,"1","yTY159b","1",17,16,460,80,13,FALSE,">=5",17,"yTY159b 3_12_19"
"3_12_19 5 8","3_12_19 5 8.bi:1","3_12_19",5,8,"1","yTY159b","1",23,20,60,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 5 8","3_12_19 5 8.bi:2","3_12_19",5,8,"2","yTY159b","1",23,20,70,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 5 8","3_12_19 5 8.bi:3","3_12_19",5,8,"3","yTY159b","1",23,20,70,10,3,FALSE,"3",23,"yTY159b 3_12_19"
"3_12_19 5 8","3_12_19 5 8.bi:4","3_12_19",5,8,"4","yTY159b","1",23,20,60,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 5 8","3_12_19 5 8.bi:5","3_12_19",5,8,"5","yTY159b","1",23,20,70,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 5 8","3_12_19 5 8.bi:6","3_12_19",5,8,"6","yTY159b","1",23,20,70,0,1,FALSE,"1",26,"yTY159b 3_12_19"
"3_12_19 5 8","3_12_19 5 8.bi:7","3_12_19",5,8,"7","yTY159b","1",23,20,60,0,1,FALSE,"1",27,"yTY159b 3_12_19"
"3_12_19 5 8","3_12_19 5 8.bi:8","3_12_19",5,8,"8","yTY159b","1",23,20,50,0,1,FALSE,"1",28,"yTY159b 3_12_19"
"3_12_19 5 9","3_12_19 5 9.bi:1","3_12_19",5,9,"1","yTY159b","1",18,16,80,10,3,FALSE,"3",17,"yTY159b 3_12_19"
"3_12_19 5 9","3_12_19 5 9.bi:2","3_12_19",5,9,"2","yTY159b","1",18,16,90,10,3,FALSE,"3",18,"yTY159b 3_12_19"
"3_12_19 5 9","3_12_19 5 9.bi:3","3_12_19",5,9,"3","yTY159b","1",18,16,260,60,7,FALSE,">=5",19,"yTY159b 3_12_19"
"3_12_19 5 10","3_12_19 5 10.bi:1","3_12_19",5,10,"1","yTY159b","1",16,14,60,0,1,FALSE,"1",15,"yTY159b 3_12_19"
"3_12_19 5 10","3_12_19 5 10.bi:2","3_12_19",5,10,"2","yTY159b","1",16,14,60,0,1,FALSE,"1",16,"yTY159b 3_12_19"
"3_12_19 5 10","3_12_19 5 10.bi:3","3_12_19",5,10,"3","yTY159b","1",16,14,60,0,1,FALSE,"1",17,"yTY159b 3_12_19"
"3_12_19 5 10","3_12_19 5 10.bi:4","3_12_19",5,10,"4","yTY159b","1",16,14,80,0,1,FALSE,"1",18,"yTY159b 3_12_19"
"3_12_19 5 10","3_12_19 5 10.bi:5","3_12_19",5,10,"5","yTY159b","1",16,14,60,0,1,FALSE,"1",19,"yTY159b 3_12_19"
"3_12_19 5 10","3_12_19 5 10.bi:6","3_12_19",5,10,"6","yTY159b","1",16,14,70,0,1,FALSE,"1",20,"yTY159b 3_12_19"
"3_12_19 5 10","3_12_19 5 10.bi:7","3_12_19",5,10,"7","yTY159b","1",16,14,70,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 5 10","3_12_19 5 10.bi:8","3_12_19",5,10,"8","yTY159b","1",16,14,20,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 6 7","3_12_19 6 7.bi:1","3_12_19",6,7,"1","yTY159b","1",24,22,110,10,3,FALSE,"3",23,"yTY159b 3_12_19"
"3_12_19 6 7","3_12_19 6 7.bi:2","3_12_19",6,7,"2","yTY159b","1",24,22,100,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 6 7","3_12_19 6 7.bi:3","3_12_19",6,7,"3","yTY159b","1",24,22,90,0,1,FALSE,"1",25,"yTY159b 3_12_19"
"3_12_19 6 7","3_12_19 6 7.bi:4","3_12_19",6,7,"4","yTY159b","1",24,22,160,30,3,FALSE,"3",26,"yTY159b 3_12_19"
"3_12_19 6 7","3_12_19 6 7.bi:5","3_12_19",6,7,"5","yTY159b","1",24,22,30,0,1,FALSE,"1",27,"yTY159b 3_12_19"
"3_12_19 7 7","3_12_19 7 7.bi:1","3_12_19",7,7,"1","yTY159b","1",23,20,50,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 7 7","3_12_19 7 7.bi:2","3_12_19",7,7,"2","yTY159b","1",23,20,60,10,2,TRUE,"2",22,"yTY159b 3_12_19"
"3_12_19 7 7","3_12_19 7 7.bi:3","3_12_19",7,7,"3","yTY159b","1",23,20,70,0,1,FALSE,"1",23,"yTY159b 3_12_19"
"3_12_19 7 7","3_12_19 7 7.bi:4","3_12_19",7,7,"4","yTY159b","1",23,20,70,0,1,FALSE,"1",24,"yTY159b 3_12_19"
"3_12_19 7 7","3_12_19 7 7.bi:5","3_12_19",7,7,"5","yTY159b","1",23,20,70,10,3,FALSE,"3",25,"yTY159b 3_12_19"
"3_12_19 7 7","3_12_19 7 7.bi:6","3_12_19",7,7,"6","yTY159b","1",23,20,70,0,1,FALSE,"1",26,"yTY159b 3_12_19"
"3_12_19 7 7","3_12_19 7 7.bi:7","3_12_19",7,7,"7","yTY159b","1",23,20,60,0,1,FALSE,"1",27,"yTY159b 3_12_19"
"3_12_19 7 7","3_12_19 7 7.bi:8","3_12_19",7,7,"8","yTY159b","1",23,20,50,0,1,FALSE,"1",28,"yTY159b 3_12_19"
"3_12_19 7 8","3_12_19 7 8.bi:1","3_12_19",7,8,"1","yTY159b","1",16,15,390,20,11,FALSE,">=5",16,"yTY159b 3_12_19"
"3_12_19 8 5","3_12_19 8 5.bi:1","3_12_19",8,5,"1","yTY159b","1",19,17,60,0,1,FALSE,"1",18,"yTY159b 3_12_19"
"3_12_19 8 5","3_12_19 8 5.bi:2","3_12_19",8,5,"2","yTY159b","1",19,17,70,0,1,FALSE,"1",19,"yTY159b 3_12_19"
"3_12_19 8 5","3_12_19 8 5.bi:3","3_12_19",8,5,"3","yTY159b","1",19,17,70,10,2,TRUE,"2",20,"yTY159b 3_12_19"
"3_12_19 8 5","3_12_19 8 5.bi:4","3_12_19",8,5,"4","yTY159b","1",19,17,70,0,1,FALSE,"1",21,"yTY159b 3_12_19"
"3_12_19 8 5","3_12_19 8 5.bi:5","3_12_19",8,5,"5","yTY159b","1",19,17,80,0,1,FALSE,"1",22,"yTY159b 3_12_19"
"3_12_19 8 5","3_12_19 8 5.bi:6","3_12_19",8,5,"6","yTY159b","1",19,17,90,0,1,FALSE,"1",23,"yTY159b 3_12_19"
"3_12_19 8 5","3_12_19 8 5.bi:7","3_12_19",8,5,"7","yTY159b","1",19,17,50,10,3,FALSE,"3",24,"yTY159b 3_12_19"
"3_25_19 24 2","3_25_19 24 2.bi:1","3_25_19",24,2,"1","yTY159b","2",18,17,150,50,3,FALSE,"3",18,"yTY159b 3_25_19"
"3_25_19 24 2","3_25_19 24 2.bi:2","3_25_19",24,2,"2","yTY159b","2",18,17,200,20,5,FALSE,">=5",19,"yTY159b 3_25_19"
