xy,trap,time,yfpmean,area,yfpmean5by5,yfpsd5by5,yfpmax5by5,num5by5
24,4,46,0.00321005649853633,380,0.00322070787989763,1.4734784847994e-05,0.00325078202487221,220
24,4,47,0.00320628189838294,380,0.00321311166136069,1.02542258936341e-05,0.00323674372472725,220
24,4,48,0.00320491661747639,380,0.00321325870284442,2.96034832805913e-05,0.00330510414282444,220
24,4,49,0.00320612127709981,380,0.00322130714330302,2.77512181875016e-05,0.00329045548180362,220
24,4,50,0.00320455521958936,380,0.00321211288901836,1.57673464406004e-05,0.0032489509422446,220
24,4,51,0.0031992547172463,380,0.00320726329442283,1.14598641236614e-05,0.00323918516823072,220
24,5,1,0.00318881694254163,431,0.00319341742102728,9.39691326188179e-06,0.00321416037232013,262
24,5,2,0.00319387968066513,431,0.00319893396512673,1.11148373275968e-05,0.00322270542458228,262
24,5,3,0.00319922564889344,431,0.00320537070978331,1.09852562556513e-05,0.00323674372472724,262
24,5,4,0.00318835669362131,431,0.00319212215138231,1.07231773237015e-05,0.00321599145494774,262
24,5,5,0.00319536011914129,429,0.00320138035459619,1.08035809148569e-05,0.0032300297550927,260
24,5,6,0.00318504516261439,429,0.00318871067133827,1.01823306440604e-05,0.00321049820706493,260
24,5,7,0.00318810408075685,429,0.00319188220035096,1.28758002074162e-05,0.00321965362020294,260
24,5,8,0.00318949126456564,429,0.00319582849911734,1.08922346976465e-05,0.00322514686808576,261
24,5,9,0.00319201665047395,429,0.00319909544985906,1.12574648112565e-05,0.00322575722896162,261
24,5,10,0.00319447089875104,429,0.00320232966093693,1.13354134936225e-05,0.00323308155947204,261
24,5,11,0.0031971385599218,429,0.00320454894243578,1.14275434841444e-05,0.0032300297550927,261
24,5,12,0.0031936877905792,419,0.00319971354378017,1.40838469531296e-05,0.00323674372472725,251
24,5,13,0.00318407351425288,419,0.00318817018490469,1.18925539712618e-05,0.00321599145494774,251
24,5,14,0.00318607648848753,419,0.00319031982241173,1.00170692086612e-05,0.00321171892881666,251
24,5,15,0.00319383346143263,419,0.00319537049786662,7.73405820847204e-06,0.00321232928969253,251
24,5,16,0.00320115342181744,419,0.00320676309031061,1.15905852123351e-05,0.00323613336385138,251
24,5,17,0.00319501260108437,431,0.00319975074996932,1.20802133972466e-05,0.00322880903334096,263
24,5,18,0.00319345483550791,431,0.00319897793562839,1.04183152971031e-05,0.00322880903334096,263
24,5,19,0.00318368339689193,431,0.00318711419115145,1.27479685043932e-05,0.00321782253757534,263
24,5,20,0.00318095730713312,431,0.00318040486304448,1.07229122873235e-05,0.003214770733196,263
24,5,21,0.00318959582532986,431,0.00319309247866565,8.62815453978777e-06,0.00321355001144427,263
24,5,22,0.0031866039659585,440,0.00319325326834785,1.31429479232292e-05,0.00322697795071336,272
24,5,23,0.00318615313122064,440,0.00319116861667991,1.1662414672521e-05,0.00322026398107881,272
24,5,24,0.00317991080408108,440,0.00318420107800501,1.19123874702515e-05,0.00321232928969253,272
24,5,25,0.0031866039659585,440,0.00319245216969828,1.40787730170525e-05,0.00322880903334096,272
24,5,26,0.00318174882262773,440,0.00318399238844084,1.30593739476276e-05,0.00321110856794079,272
24,5,27,0.00318150606546119,440,0.00318571127237803,1.02576583962071e-05,0.00321110856794079,272
24,5,28,0.00318927429479042,440,0.00318811232435295,1.06878628381454e-05,0.00322087434195468,272
24,5,29,0.00318948237236174,440,0.00319133242676791,1.0249656456143e-05,0.00322270542458228,272
24,5,30,0.00317814214472488,440,0.00318089794855914,1.53702828631002e-05,0.00321721217669947,272
24,5,31,0.00317824618351054,440,0.00317895242326732,9.28244552703659e-06,0.00320500495918212,272
24,5,32,0.00317276680746581,440,0.0031735915698392,8.73987951541917e-06,0.00319707026779584,272
24,5,33,0.00317481290358378,440,0.00317552811923579,8.83505351523652e-06,0.00319951171129931,272
24,5,34,0.00317210789515664,440,0.00317473824045526,8.54343389267614e-06,0.00320012207217517,272
24,5,35,0.00317914785298625,440,0.00318022924436426,9.7297914637955e-06,0.00320805676356146,272
24,5,36,0.00318223433696081,440,0.00318280981424385,1.04279377162507e-05,0.00320927748531319,272
24,5,37,0.00317893977541493,440,0.00317971537436215,1.22467261847585e-05,0.00321538109407187,272
24,5,38,0.00317217725434708,440,0.00317522518277167,9.63861262144204e-06,0.00320439459830625,272
24,5,39,0.00317706707727306,440,0.00317861358322226,9.7998830370639e-06,0.00320256351567864,272
24,5,40,0.0031783502222962,440,0.00317945731737419,8.84616668716671e-06,0.00320134279392691,272
24,5,41,0.00317862765905795,440,0.00317991957597871,8.25625277361439e-06,0.00320073243305104,272
24,5,42,0.0031799454836763,440,0.00318259439275825,9.41379456882391e-06,0.00321232928969253,272
24,5,43,0.00317755259160614,440,0.0031837388194005,1.31528130751733e-05,0.00321843289845121,272
